feature,importance
PC_Rings,0.12413641
GC_Max,0.08779457
GC_Mean,0.08277314
PC_RigidityProxy,0.06938189
QED_AROM,0.066203296
QED_ALERTS,0.0628507
QED_ALOGP,0.06005841
GC_Min,0.04702767
QED_HBA,0.046333093
QED_ROTB,0.045843195
QED_PSA,0.044724405
PC_HeavyAtomCount,0.043373343
PC_FractionCSP3,0.041106824
QED_HBD,0.038761847
GC_Std,0.036204033
QED_MW,0.036182635
GC_Sum,0.03392224
PC_HBA,0.03332232
PC_TPSA,0.0
PC_HBD,0.0
PC_MolWt,0.0
PC_RotB,0.0
PC_LogP,0.0
PC_NumAtoms,0.0
