feature,importance
GC_Sum,0.02793994599471033
QED_MW,0.02730462079213032
PC_HeavyAtomCount,0.02242023893671148
PC_NumAtoms,0.020314162132533432
QED_ALOGP,0.016750150239616197
PC_MolWt,0.016624489486542535
PC_FractionCSP3,0.016273314339751238
PC_LogP,0.014556670805945112
GC_Mean,0.013860914186091993
QED_HBD,0.013636424262367856
Avalon_402,0.013612229439373593
Avalon_275,0.013213056021310328
PC_RigidityProxy,0.013068680409179604
GC_Std,0.013053866768245947
Avalon_321,0.012097321655103816
Avalon_394,0.011540586146550427
QED_PSA,0.0110393622609202
GC_Max,0.010960275009697776
QED_ROTB,0.010857664803109162
PC_RotB,0.010696399169036575
Morgan_935,0.010620872813651651
Avalon_296,0.010146664005913466
PC_TPSA,0.010085452892877074
Avalon_300,0.010019364062784872
Avalon_213,0.009776290115730262
QED_HBA,0.008869644374418988
Morgan_12,0.008405871397708879
Avalon_50,0.007962673233585621
Morgan_616,0.007619792189799239
Morgan_897,0.007170253556837421
PC_HBA,0.0068182657914561936
Morgan_252,0.00674264663671454
Morgan_890,0.006463710940186464
GC_Min,0.006401356927232743
Morgan_291,0.0062898323603028964
Morgan_20,0.0062109401207036605
Morgan_303,0.0062013636862928104
PC_HBD,0.0058704418360914935
Morgan_1023,0.005506346539763007
Avalon_99,0.005198143527337457
Morgan_334,0.005157577375392905
Morgan_722,0.005128606871838485
Morgan_374,0.004927434286359255
Avalon_291,0.004881702121593139
Avalon_130,0.004839836955316168
Morgan_384,0.0046724128755934865
Morgan_5,0.004551046158724706
Avalon_430,0.0044439512134291145
Avalon_24,0.004345283150906054
Morgan_126,0.004250225557467898
Avalon_2,0.004189133564901993
Morgan_593,0.003925111478988271
Avalon_384,0.0037725821927396875
Morgan_475,0.0037260413782578138
Morgan_591,0.0036654023198515904
Morgan_821,0.003606615639415041
Avalon_325,0.0035617691418012433
Avalon_223,0.003499682215968988
Avalon_146,0.003440019026370696
Avalon_233,0.0034165330542477003
Avalon_124,0.00335658759846447
Avalon_427,0.0032974082856626163
Avalon_411,0.0032455768830959137
Morgan_164,0.0032298315387150633
Avalon_129,0.003224551632963315
Morgan_860,0.0031899504546817462
Morgan_420,0.0031898046640818026
Morgan_520,0.003133341642919618
Avalon_143,0.0030855299278153025
PC_Rings,0.003059703229546214
Morgan_598,0.003058170052879488
Avalon_32,0.0030550006985463137
Morgan_276,0.0030392296651473192
Morgan_857,0.0030333899830172783
Morgan_432,0.0030282981105320132
Morgan_781,0.003010364141656626
Morgan_736,0.002950217039116919
Morgan_395,0.0029252446956745098
Morgan_58,0.0028881717956946527
Avalon_278,0.0028612129880298378
Morgan_290,0.002850920705673424
Avalon_221,0.0028406446393858466
Avalon_162,0.002804622477661651
Morgan_483,0.002789652155769328
Morgan_419,0.002769274844437653
Morgan_148,0.00275494368538601
Morgan_512,0.002753580433359816
Avalon_26,0.002740387860672181
QED_ALERTS,0.002721726644626308
Morgan_791,0.002576200548645462
Avalon_483,0.002517015603926318
Morgan_618,0.0024594779858570833
Morgan_853,0.0024527043024698105
Morgan_949,0.0024479261301486544
Morgan_960,0.002353120171387263
Morgan_476,0.0023458218480354874
Morgan_820,0.0023272224517511026
Avalon_472,0.0023207315267685016
Avalon_367,0.0023022321300027217
Morgan_102,0.0022966514089661936
Morgan_114,0.0022874981585006833
Avalon_491,0.0022740201099360844
Morgan_889,0.002272675089128099
Morgan_903,0.002270640634513206
Morgan_493,0.0022704595229358065
Morgan_602,0.002244837432477774
Avalon_62,0.0022192701540121296
Avalon_294,0.0022134915548957575
Avalon_3,0.002183409031271919
Avalon_449,0.0021775780930503117
QED_AROM,0.0021713239804211776
Avalon_154,0.0021677907401745676
Morgan_734,0.0021673071433802567
Avalon_395,0.0021592199061711676
Avalon_324,0.0021543806258013496
Morgan_717,0.002140156924940985
Avalon_360,0.0021276744453571942
Avalon_443,0.002085297954044109
Avalon_53,0.002075099365415778
Morgan_218,0.002071021035968456
Morgan_285,0.0020675107601063956
Morgan_981,0.002049541209845124
Morgan_559,0.002012923498005078
Morgan_203,0.001955841812947206
Avalon_101,0.0019132974418579502
Morgan_338,0.00190996074674241
Morgan_317,0.0019069957772039831
Morgan_955,0.0018846868436230044
Morgan_428,0.001876711403609018
Avalon_206,0.0018716134363955654
Avalon_177,0.0018710910506104335
Morgan_26,0.00186139330020545
Morgan_445,0.0018416857818908514
Morgan_284,0.001839414337581398
Avalon_31,0.001812325399176421
Avalon_115,0.0018016701078239622
Morgan_841,0.001794452483759034
Morgan_259,0.001790918035520625
Morgan_1007,0.0017496042061519834
Morgan_510,0.001728483360645818
Morgan_363,0.0016923407497011441
Morgan_846,0.0016856958833742586
Avalon_314,0.001655747366735596
Avalon_328,0.0016537957182637712
Morgan_1004,0.0016455736794435264
Morgan_731,0.0016411523409316211
Morgan_950,0.0016379512404601808
Avalon_246,0.0016378729610354661
Morgan_294,0.00162728936679401
Morgan_695,0.0015910411974248565
Morgan_705,0.0015759575184304262
Morgan_669,0.0015631089506571382
Morgan_13,0.0015622802378334388
Morgan_551,0.0015589572370967148
Avalon_473,0.0015563475942885433
Avalon_487,0.001540855715497312
Morgan_831,0.001527582330707143
Morgan_702,0.001504507810666792
Avalon_116,0.001483854762727764
Avalon_330,0.0014786800168431968
Morgan_749,0.00146865891071703
Avalon_122,0.0014664804802946585
Avalon_463,0.0014661008623660676
Morgan_730,0.0014658524081744833
Morgan_63,0.0014640651591360503
Avalon_22,0.001446972487511047
Morgan_643,0.0014367179159421209
Avalon_286,0.001429724030308101
Morgan_816,0.0014268659973094861
Avalon_185,0.0014255813443441595
Morgan_514,0.0013944356105893157
Morgan_852,0.001390390052836853
Morgan_108,0.0013854030391556812
Morgan_220,0.0013819639253763783
Morgan_673,0.00137195384035658
Avalon_131,0.0013650994481349988
Avalon_178,0.0013631424169356868
Morgan_634,0.0013628544451254104
Morgan_458,0.00135824257552137
Avalon_306,0.0013548780138443522
Morgan_926,0.0013521720107071392
Morgan_416,0.0013436205061915785
Morgan_51,0.0013198783834376233
Morgan_320,0.0013181163170462905
Avalon_423,0.001315532506164965
Avalon_170,0.0013110271111972515
Morgan_626,0.001308242639090242
Morgan_608,0.0013074174002639454
Morgan_728,0.001278386353368442
Morgan_36,0.0012406001222767698
Morgan_825,0.001227816794148959
Morgan_250,0.0012248063984442543
Morgan_335,0.0011895945032403153
Morgan_606,0.001188554367580517
Morgan_389,0.0011882267496817127
Morgan_578,0.001177960150060876
Morgan_766,0.0011752191325556192
Morgan_263,0.0011722562453884862
Morgan_231,0.0011560954268073351
Morgan_718,0.0011499497142539886
Morgan_667,0.0011401303761357899
Morgan_875,0.001124977458601852
Morgan_342,0.0010988347315624908
Morgan_121,0.0010975558258333115
Avalon_137,0.001096462281974764
Avalon_358,0.0010919734952164301
Avalon_409,0.0010905503340357613
Morgan_297,0.001089777978128873
Morgan_795,0.001086694243004537
Morgan_713,0.0010817302639111338
Avalon_458,0.0010691465081014838
Avalon_161,0.0010668392566373578
Avalon_383,0.001061933663866328
Morgan_659,0.0010476151564077056
Avalon_415,0.0010463727601520067
Morgan_703,0.0010392562514345957
Avalon_331,0.0010374071597663245
Morgan_894,0.0010206817016379334
Morgan_966,0.001002325047822567
Morgan_565,0.0010012131101196124
Morgan_527,0.0010011962246897382
Morgan_196,0.0010006117421052297
Morgan_490,0.000996290281834054
Avalon_368,0.0009923572613091845
Morgan_560,0.0009901915442715717
Morgan_289,0.0009853298644740727
Morgan_213,0.0009802456871974715
Morgan_946,0.0009791951344447426
Avalon_377,0.0009788964847828483
Morgan_823,0.0009706803001950947
Morgan_745,0.0009689327780105603
Morgan_309,0.0009462946041799305
Morgan_478,0.0009455386386802903
Avalon_128,0.0009449513793460803
Morgan_169,0.0009430846676253963
Avalon_454,0.000942430649442601
Avalon_43,0.0009220349894991012
Avalon_256,0.0009200591487241175
Avalon_142,0.0009192270478980559
Avalon_263,0.0009152523321634794
Morgan_354,0.000915041624949767
Avalon_436,0.0009080943579897039
Morgan_424,0.0008992288610904841
Avalon_98,0.0008991759043036631
Avalon_203,0.0008867697244386506
Morgan_543,0.0008856033273351633
Avalon_335,0.0008823844712541398
Avalon_329,0.0008818474281670133
Avalon_102,0.0008606798046643234
Morgan_822,0.0008603462201933229
Morgan_427,0.0008517195215929125
Morgan_407,0.0008494663718785544
Avalon_318,0.000847679474474603
Morgan_943,0.0008448905420586315
Avalon_184,0.0008357291670559874
Morgan_762,0.0008330470130040493
Morgan_474,0.0008325201570465755
Avalon_109,0.0008299302129551516
Morgan_274,0.0008274023747243437
Morgan_569,0.0008242691741509284
Avalon_461,0.0008144476532232225
Morgan_277,0.0008139011127025553
Avalon_231,0.0008136670266524469
Avalon_47,0.0008030632956014808
Avalon_313,0.0008009595579683256
Morgan_197,0.0007990947458689596
Morgan_548,0.0007906202122206293
Avalon_249,0.000787975455038654
