feature,importance
GC_Sum,0.026990758692011795
PC_FractionCSP3,0.01982212351675088
PC_HeavyAtomCount,0.019666710065722584
Morgan_956,0.018242703822893714
GC_Max,0.01663097092942688
GC_Min,0.016057124915447286
QED_MW,0.01596869000952917
Morgan_338,0.014855312407796965
QED_ALOGP,0.014814096577690693
PC_NumAtoms,0.013927133750052436
QED_PSA,0.013593858046405333
Avalon_296,0.01313198316152705
Avalon_448,0.012387383166527419
GC_Mean,0.012328298505907212
QED_HBA,0.012293092014699166
Morgan_744,0.012036376703703883
Avalon_394,0.0119126426146804
GC_Std,0.011810494903425572
Morgan_294,0.01177898627766095
Avalon_50,0.011554133031473166
PC_MolWt,0.011526450545383355
Morgan_718,0.010997820266237166
QED_ALERTS,0.010788045093055391
Morgan_413,0.01071050239490554
Morgan_857,0.010136829060948167
Morgan_102,0.009912918187553894
PC_LogP,0.009798819367087255
PC_RotB,0.009274909969894095
Avalon_213,0.00922912848725854
PC_RigidityProxy,0.008797510598547855
PC_HBD,0.00856064568135249
Avalon_427,0.008274843693681129
Morgan_428,0.008249030505193712
Avalon_73,0.008160163346738051
Avalon_406,0.008110250186616217
Morgan_897,0.007734675693821766
Morgan_890,0.007709852477437067
PC_TPSA,0.007489082483077878
Avalon_62,0.007365426999630196
PC_HBA,0.0073558063576320085
Avalon_72,0.0073442039067050345
Morgan_1023,0.007267121764185428
Morgan_268,0.007150617123665493
QED_ROTB,0.007138198537633944
Morgan_791,0.0069427392549271435
Morgan_4,0.006594026427409655
Morgan_734,0.00652316192548394
Morgan_81,0.006060749437654917
Morgan_363,0.005977848875140871
Avalon_300,0.005741121425911289
Avalon_425,0.005680104138923496
Morgan_941,0.005219611508338432
QED_HBD,0.0051450350305547775
Morgan_950,0.005054516945829963
Morgan_20,0.004992879913991393
Avalon_325,0.004801895379494764
Avalon_98,0.004515935538859187
Morgan_218,0.004505767343873254
Avalon_483,0.004401724986487419
Morgan_875,0.004265316218383272
Morgan_164,0.004259984603456863
Morgan_12,0.00425041208790152
Avalon_233,0.004163082841762592
Morgan_591,0.004111383256207747
Morgan_722,0.0040739262295645794
Avalon_221,0.0037388459498326537
Avalon_204,0.0037235092469886876
PC_Rings,0.003701739084059182
Morgan_13,0.0036968602202931277
Avalon_292,0.00368954551001904
Avalon_321,0.00366485162925521
Morgan_511,0.003365122688007806
Avalon_22,0.0033427041220396797
Morgan_374,0.0033332342651116414
Avalon_294,0.0032893882791066114
Morgan_435,0.0032848291580930868
Avalon_24,0.0032216538435747757
Morgan_545,0.003219550965141793
Avalon_379,0.0031767556210645833
Morgan_899,0.0030830315656302774
Morgan_794,0.00301938207643621
Avalon_37,0.0029712376528807354
Morgan_510,0.00287304726370504
Avalon_467,0.002872561247110959
Avalon_369,0.0028577282722604875
Morgan_955,0.0026948520658350837
Morgan_512,0.0026356935408137043
Morgan_966,0.002616253073707669
Avalon_318,0.0025900933685496313
Avalon_330,0.002524889073608352
QED_AROM,0.002491949967012345
Morgan_36,0.002466593044843428
Avalon_329,0.002384524336445639
Morgan_593,0.0023747028864100845
Avalon_402,0.002357446101757786
Avalon_314,0.002354826058997039
Morgan_626,0.0023415084624227173
Morgan_203,0.0022731536620979693
Morgan_667,0.00223928079087152
Morgan_322,0.002239191394355409
Morgan_770,0.002227127827044426
Morgan_475,0.0022201363598716504
Avalon_140,0.0022190570375209733
Morgan_981,0.002147760445348915
Morgan_259,0.002137300647568144
Avalon_168,0.0021060821163175424
Morgan_598,0.002077834888621485
Morgan_618,0.0020524859174541514
Avalon_206,0.002039784978280439
Avalon_282,0.002003703767715884
Morgan_277,0.0019876613153759844
Avalon_384,0.0019602442479572458
Avalon_409,0.0019101932654431884
Morgan_559,0.0018999798977394847
Morgan_602,0.0018997755188015603
Avalon_146,0.0018819296765492156
Morgan_280,0.0018741382896989595
Morgan_578,0.0018458348261961382
Morgan_508,0.0018312049196938273
Avalon_390,0.0018016394912144192
Morgan_841,0.0017868938533413667
Avalon_231,0.0017616860813854443
Morgan_284,0.0017312129680778377
Morgan_852,0.0016806471592232582
Avalon_116,0.0016763681657881915
Morgan_903,0.0016320257641018593
Morgan_781,0.0016151267490416982
Morgan_736,0.0016109656408228182
Morgan_731,0.0016033299024143977
Avalon_3,0.0015941581132430968
Morgan_702,0.001574370302739575
Morgan_894,0.0015678390985994954
Avalon_17,0.0015610098935652148
Avalon_383,0.0015593781046872477
Morgan_960,0.0015585243563354472
Morgan_395,0.0015376070469367354
Avalon_461,0.0015331608830789982
Morgan_317,0.001522585211283247
Morgan_148,0.0015196339924913723
Morgan_250,0.0015179064622715271
Avalon_423,0.001513166178974727
Morgan_433,0.0015027222488278758
Morgan_63,0.0014990660989794744
Avalon_177,0.0014872604294524133
Morgan_863,0.0014845716569317716
Morgan_853,0.001483551487697255
Morgan_946,0.0014374635996931234
Morgan_560,0.0014353180409941752
Avalon_130,0.0014342546509667565
Avalon_368,0.0014265274594591488
Avalon_430,0.0014242997534163304
Morgan_335,0.0014139674219558432
Morgan_274,0.0013964031822975849
Avalon_286,0.0013889833686148293
Avalon_242,0.0013685518649083329
Avalon_246,0.0013670583284258484
Morgan_290,0.0013554865901915564
Morgan_263,0.0013549629728715497
Morgan_754,0.0013450076336244715
Avalon_238,0.0013328235211649017
Morgan_846,0.001326310373188217
Morgan_514,0.00131401818424524
Morgan_831,0.0012945214361566775
Morgan_169,0.0012857240062411348
Morgan_419,0.001283489616115101
Morgan_669,0.001281534349741067
Morgan_58,0.001248573675368865
Morgan_820,0.0012435520873627418
Morgan_416,0.0012399594181458147
Morgan_597,0.0012363045551070128
Morgan_320,0.0012279908495604452
Morgan_1004,0.0012049602094972992
Avalon_178,0.0011981783169781471
Morgan_420,0.0011971976454173932
Avalon_283,0.0011886239621071485
Avalon_26,0.0011809010881229287
Avalon_463,0.0011549012946226388
Avalon_472,0.0011504092641619178
Morgan_551,0.001138396134888391
Morgan_389,0.0011371564864845732
Morgan_949,0.0011362536641809457
Morgan_3,0.0011137595832682184
Avalon_101,0.0011129958418166009
Avalon_462,0.0010858337285592143
Morgan_445,0.0010836517314516392
Morgan_825,0.0010636583689169422
Avalon_377,0.0010628270978389725
Morgan_717,0.0010615218424924844
Morgan_483,0.0010570638302332418
Avalon_122,0.0010565031888976942
Avalon_473,0.001052428686657106
Morgan_548,0.0010250902934329988
Avalon_307,0.0010172977835927527
Avalon_99,0.0010079761836918146
Morgan_125,0.0010029180085097745
Morgan_616,0.0009932122095477982
Morgan_708,0.0009927920698645175
Morgan_213,0.0009814816821486503
Morgan_643,0.0009774165136078254
Avalon_128,0.0009683345956782704
Morgan_220,0.000961086367271474
Morgan_695,0.0009583910307425354
Avalon_207,0.0009582353603655037
Morgan_474,0.0009505444629440667
Avalon_157,0.0009502911226978665
Avalon_162,0.0009452663390374813
Morgan_860,0.0009298695684627176
Morgan_392,0.0009266019442631508
Avalon_339,0.00091004416809645
Avalon_115,0.000905774820471942
Avalon_324,0.0008999791340455773
Morgan_983,0.0008912283972158627
Morgan_47,0.0008908648556629964
Avalon_182,0.0008885473600587154
Avalon_360,0.0008865325702732367
Morgan_823,0.000881499312647274
Morgan_726,0.0008803143539372116
